source_file,source_kind,voucher_type,date,party_ledger,debit_ledger,credit_ledger,amount,narration,confidence,needs_review,cgst_amount,sgst_amount,igst_amount,total_amount,inventory_items,charge_lines,voucher_number,party_gstin
20260726_164425_DR VIJAY.pdf,Bank Statement,Payment,20250415,Suspense,Suspense,bank of baroda,10000.0,"IMPS/P2A/51051 10,000.",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Payment,20250415,Suspense,Suspense,bank of baroda,5.9,CHARGES FOR 5.90 11,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Payment,20250416,Suspense,Suspense,bank of baroda,5342.0,"RAIAJM-AJMER/G 352 5,342.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Payment,20250417,Suspense,Suspense,bank of baroda,5000.0,"IMPS/P2A/51071 5,000.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Payment,20250417,Suspense,Suspense,bank of baroda,5.9,CHARGES FOR 5.90 65,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250417,Suspense,bank of baroda,Suspense,5452.0,"DIGITA-MUMBAI/ 5,452.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Payment,20250418,Suspense,Suspense,bank of baroda,5500.0,"IMPS/P2A/51081 5,500.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Payment,20250418,Suspense,Suspense,bank of baroda,5.9,CHARGES FOR 5.90 60,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,2022.0,"DIGITA-MUMBAI/ 2,022.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,766.0,DIGITA-MUMBAI/ 766.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1424.0,"DIGITA-MUMBAI/ 1,424.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,536.0,DIGITA-MUMBAI/ 536.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,678.0,DIGITA-MUMBAI/ 678.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,616.0,DIGITA-MUMBAI/ 616.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,907.0,DIGITA-MUMBAI/ 389.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1082.0,"DIGITA-MUMBAI/ 1,082.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,542.0,DIGITA-MUMBAI/ 542.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,858.0,DIGITA-MUMBAI/ 858.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,3389.0,"DIGITA-MUMBAI/ 3,389.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1552.0,"DIGITA-MUMBAI/ 1,552.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1092.0,"DIGITA-MUMBAI/ 1,092.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1224.0,"DIGITA-MUMBAI/ 1,224.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1118.0,"DIGITA-MUMBAI/ 1,118.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,574.0,DIGITA-MUMBAI/ 574.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,717.0,DIGITA-MUMBAI/ 717.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1096.0,"DIGITA-MUMBAI/ 1,096.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,2832.0,"DIGITA-MUMBAI/ 2,832.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1550.0,"DIGITA-MUMBAI/ 1,550.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1944.0,"DIGITA-MUMBAI/ 1,944.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,960.0,DIGITA-MUMBAI/ 960.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,760.0,DIGITA-MUMBAI/ 760.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,160.0,DIGITA-MUMBAI/ 160.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,666.0,DIGITA-MUMBAI/ 666.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,791.0,DIGITA-MUMBAI/ 791.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1246.0,"DIGITA-MUMBAI/ 1,246.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,682.0,DIGITA-MUMBAI/ 682.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,825.0,DIGITA-MUMBAI/ 825.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,449.0,DIGITA-MUMBAI/ 449.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,385.0,DIGITA-MUMBAI/ 385.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,123.0,DIGITA-MUMBAI/ 123.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1037.0,"DIGITA-MUMBAI/ 1,037.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,663.0,DIGITA-MUMBAI/ 663.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,864.0,DIGITA-MUMBAI/ 864.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,848.0,DIGITA-MUMBAI/ 848.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,427.0,DIGITA-MUMBAI/ 427.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,683.0,DIGITA-MUMBAI/ 683.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,695.0,DIGITA-MUMBAI/ 695.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1226.0,"DIGITA-MUMBAI/ 1,226.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,390.0,DIGITA-MUMBAI/ 390.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,468.0,DIGITA-MUMBAI/ 468.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1415.0,"DIGITA-MUMBAI/ 1,415.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1032.0,"DIGITA-MUMBAI/ 1,032.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,787.0,DIGITA-MUMBAI/ 787.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1903.0,"DIGITA-MUMBAI/ 1,903.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,901.0,DIGITA-MUMBAI/ 901.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,3471.0,"DIGITA-MUMBAI/ 3,471.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1067.0,"DIGITA-MUMBAI/ 1,067.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1295.0,"DIGITA-MUMBAI/ 1,295.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,475.0,DIGITA-MUMBAI/ 475.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,2275.0,"DIGITA-MUMBAI/ 2,275.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250424,Suspense,bank of baroda,Suspense,1204.0,DIGITA-MUMBAI/ 569.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2677.0,"DIGITA-MUMBAI/ 2,677.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,576.0,DIGITA-MUMBAI/ 576.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,723.0,DIGITA-MUMBAI/ 723.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,765.0,DIGITA-MUMBAI/ 765.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,3189.0,"DIGITA-MUMBAI/ 3,189.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1313.0,"DIGITA-MUMBAI/ 1,313.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,75.0,DIGITA-MUMBAI/ 75.00 6,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,533.0,DIGITA-MUMBAI/ 533.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,557.0,DIGITA-MUMBAI/ 557.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2661.0,"DIGITA-MUMBAI/ 2,661.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2954.0,"DIGITA-MUMBAI/ 2,954.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,449.0,DIGITA-MUMBAI/ 449.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,310.0,DIGITA-MUMBAI/ 310.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,532.0,DIGITA-MUMBAI/ 532.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,315.0,DIGITA-MUMBAI/ 315.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1100.0,"DIGITA-MUMBAI/ 1,100.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2572.0,"DIGITA-MUMBAI/ 2,572.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,460.0,DIGITA-MUMBAI/ 460.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,595.0,DIGITA-MUMBAI/ 595.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,424.0,DIGITA-MUMBAI/ 424.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,654.0,DIGITA-MUMBAI/ 654.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1708.0,"DIGITA-MUMBAI/ 1,708.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1730.0,"DIGITA-MUMBAI/ 1,730.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,533.0,DIGITA-MUMBAI/ 533.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,816.0,DIGITA-MUMBAI/ 816.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,83.0,DIGITA-MUMBAI/ 83.00 8,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,987.0,DIGITA-MUMBAI/ 987.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,549.0,DIGITA-MUMBAI/ 549.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,819.0,DIGITA-MUMBAI/ 819.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,528.0,DIGITA-MUMBAI/ 528.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,952.0,DIGITA-MUMBAI/ 952.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,925.0,DIGITA-MUMBAI/ 925.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1691.0,"DIGITA-MUMBAI/ 1,691.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1552.0,"DIGITA-MUMBAI/ 1,552.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,426.0,DIGITA-MUMBAI/ 426.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1068.0,"DIGITA-MUMBAI/ 1,068.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1092.0,"DIGITA-MUMBAI/ 1,092.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2035.0,"DIGITA-MUMBAI/ 2,035.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1208.0,"DIGITA-MUMBAI/ 1,208.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1592.0,"DIGITA-MUMBAI/ 1,592.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,869.0,DIGITA-MUMBAI/ 869.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,203.0,DIGITA-MUMBAI/ 203.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,3336.0,"DIGITA-MUMBAI/ 3,336.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,539.0,DIGITA-MUMBAI/ 539.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2478.0,"DIGITA-MUMBAI/ 2,478.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2098.0,"DIGITA-MUMBAI/ 1,006.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,435.0,DIGITA-MUMBAI/ 435.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,718.0,DIGITA-MUMBAI/ 718.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2199.0,"DIGITA-MUMBAI/ 2,199.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,833.0,DIGITA-MUMBAI/ 833.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,848.0,DIGITA-MUMBAI/ 848.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,2839.0,"DIGITA-MUMBAI/ 2,839.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,871.0,DIGITA-MUMBAI/ 871.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1800.0,"DIGITA-MUMBAI/ 1,800.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1178.0,"DIGITA-MUMBAI/ 1,178.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,880.0,DIGITA-MUMBAI/ 880.00,Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1011.0,"DIGITA-MUMBAI/ 1,011.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
20260726_164425_DR VIJAY.pdf,Bank Statement,Receipt,20250425,Suspense,bank of baroda,Suspense,1716.0,"DIGITA-MUMBAI/ 1,716.0",Medium,No,0.0,0.0,0.0,0.0,[],[],,
